발생월,시도,시군구,사망자수,중상자수,경상자수,부상신고자수,cnt_minor,cnt_serious,cnt_fatal,total_cnt,ratio_0,ratio_1,ratio_2
7.0,부산,해운대구,4,167,490,54,544,167,4,715,0.7608391608391608,0.23356643356643356,0.005594405594405594
7.0,서울,강남구,4,445,2192,216,2408,445,4,2857,0.8428421421071054,0.15575778788939448,0.001400070003500175
7.0,서울,강동구,4,176,598,26,624,176,4,804,0.7761194029850746,0.21890547263681592,0.004975124378109453
7.0,서울,강북구,2,152,497,35,532,152,2,686,0.7755102040816326,0.22157434402332363,0.0029154518950437317
7.0,서울,강서구,10,224,820,76,896,224,10,1130,0.7929203539823009,0.19823008849557522,0.008849557522123894
7.0,서울,관악구,4,167,646,42,688,167,4,859,0.8009313154831199,0.19441210710128057,0.004656577415599534
7.0,서울,광진구,2,116,461,31,492,116,2,610,0.8065573770491803,0.1901639344262295,0.003278688524590164
7.0,서울,구로구,5,203,700,94,794,203,5,1002,0.7924151696606786,0.2025948103792415,0.00499001996007984
7.0,서울,금천구,5,122,445,54,499,122,5,626,0.7971246006389776,0.19488817891373802,0.007987220447284345
7.0,서울,노원구,2,171,701,93,794,171,2,967,0.8210961737331954,0.1768355739400207,0.002068252326783868
7.0,서울,도봉구,2,116,338,43,381,116,2,499,0.7635270541082164,0.23246492985971945,0.004008016032064128
7.0,서울,동대문구,7,215,679,82,761,215,7,983,0.7741607324516785,0.21871820956256358,0.007121057985757884
7.0,서울,동작구,4,152,608,84,692,152,4,848,0.8160377358490566,0.1792452830188679,0.0047169811320754715
7.0,서울,마포구,6,194,644,78,722,194,6,922,0.7830802603036876,0.210412147505423,0.006507592190889371
7.0,서울,서대문구,5,119,438,117,555,119,5,679,0.8173784977908689,0.17525773195876287,0.007363770250368188
7.0,서울,서초구,7,276,1205,83,1288,276,7,1571,0.8198599618077658,0.17568427753023552,0.004455760661998727
7.0,서울,성동구,6,131,453,36,489,131,6,626,0.7811501597444089,0.20926517571884984,0.009584664536741214
7.0,서울,성북구,5,176,658,49,707,176,5,888,0.7961711711711712,0.1981981981981982,0.00563063063063063
7.0,서울,송파구,7,330,1301,166,1467,330,7,1804,0.8131929046563193,0.18292682926829268,0.003880266075388027
7.0,서울,양천구,6,172,712,60,772,172,6,950,0.8126315789473684,0.18105263157894738,0.00631578947368421
7.0,서울,영등포구,8,249,1056,118,1174,249,8,1431,0.8204053109713487,0.1740041928721174,0.005590496156533892
7.0,서울,용산구,10,155,595,25,620,155,10,785,0.7898089171974523,0.19745222929936307,0.012738853503184714
7.0,서울,은평구,3,165,444,64,508,165,3,676,0.7514792899408284,0.2440828402366864,0.004437869822485207
7.0,서울,종로구,1,148,497,66,563,148,1,712,0.7907303370786517,0.20786516853932585,0.0014044943820224719
7.0,서울,중구,9,131,484,61,545,131,9,685,0.7956204379562044,0.19124087591240876,0.013138686131386862
7.0,서울,중랑구,3,204,659,83,742,204,3,949,0.7818756585879874,0.21496311907270813,0.003161222339304531
7.0,세종,세종시,6,138,392,75,467,138,6,611,0.7643207855973814,0.22585924713584288,0.009819967266775777
7.0,울산,남구,8,216,611,54,665,216,8,889,0.7480314960629921,0.24296962879640044,0.008998875140607425
7.0,울산,동구,6,78,238,8,246,78,6,330,0.7454545454545455,0.23636363636363636,0.01818181818181818
7.0,울산,북구,4,146,427,44,471,146,4,621,0.7584541062801933,0.23510466988727857,0.00644122383252818
7.0,울산,울주군,12,160,364,78,442,160,12,614,0.7198697068403909,0.26058631921824105,0.019543973941368076
7.0,울산,중구,6,136,313,58,371,136,6,513,0.723196881091618,0.2651072124756335,0.011695906432748537
7.0,인천,강화군,5,36,105,6,111,36,5,152,0.7302631578947368,0.23684210526315788,0.03289473684210526
7.0,인천,계양구,1,86,447,10,457,86,1,544,0.8400735294117647,0.15808823529411764,0.001838235294117647
7.0,인천,남동구,12,217,938,54,992,217,12,1221,0.8124488124488124,0.17772317772317772,0.009828009828009828
7.0,인천,동구,3,22,50,4,54,22,3,79,0.6835443037974683,0.27848101265822783,0.0379746835443038
7.0,인천,미추홀구,7,150,740,49,789,150,7,946,0.8340380549682875,0.15856236786469344,0.007399577167019027
7.0,인천,부평구,4,138,728,55,783,138,4,925,0.8464864864864865,0.1491891891891892,0.004324324324324324
7.0,인천,서구,9,174,883,26,909,174,9,1092,0.8324175824175825,0.15934065934065933,0.008241758241758242
7.0,인천,연수구,5,105,355,10,365,105,5,475,0.7684210526315789,0.22105263157894736,0.010526315789473684
7.0,인천,옹진군,0,7,28,1,29,7,0,36,0.8055555555555556,0.19444444444444445,0.0
7.0,인천,중구,5,83,310,22,332,83,5,420,0.7904761904761904,0.1976190476190476,0.011904761904761904
7.0,전남,강진군,5,94,165,23,188,94,5,287,0.6550522648083623,0.32752613240418116,0.017421602787456445
7.0,전남,고흥군,11,70,86,7,93,70,11,174,0.5344827586206896,0.40229885057471265,0.06321839080459771
7.0,전남,곡성군,3,20,50,4,54,20,3,77,0.7012987012987013,0.2597402597402597,0.03896103896103896
7.0,전남,광양시,7,99,368,31,399,99,7,505,0.7900990099009901,0.19603960396039605,0.013861386138613862
7.0,전남,구례군,1,30,70,6,76,30,1,107,0.7102803738317757,0.2803738317757009,0.009345794392523364
7.0,전남,나주시,12,77,312,11,323,77,12,412,0.7839805825242718,0.18689320388349515,0.02912621359223301
7.0,전남,담양군,5,53,192,9,201,53,5,259,0.7760617760617761,0.20463320463320464,0.019305019305019305
7.0,전남,목포시,9,122,943,26,969,122,9,1100,0.8809090909090909,0.11090909090909092,0.008181818181818182
7.0,전남,무안군,5,45,228,6,234,45,5,284,0.823943661971831,0.15845070422535212,0.017605633802816902
7.0,전남,보성군,6,38,89,4,93,38,6,137,0.6788321167883211,0.2773722627737226,0.043795620437956206
7.0,전남,순천시,12,168,778,20,798,168,12,978,0.8159509202453987,0.17177914110429449,0.012269938650306749
7.0,전남,신안군,8,23,55,3,58,23,8,89,0.651685393258427,0.25842696629213485,0.0898876404494382
7.0,전남,여수시,15,186,810,31,841,186,15,1042,0.8071017274472169,0.1785028790786948,0.014395393474088292
7.0,전남,영광군,5,27,71,6,77,27,5,109,0.7064220183486238,0.24770642201834864,0.045871559633027525
7.0,전남,영암군,7,65,261,10,271,65,7,343,0.7900874635568513,0.18950437317784258,0.02040816326530612
7.0,전남,완도군,2,25,88,2,90,25,2,117,0.7692307692307693,0.21367521367521367,0.017094017094017096
7.0,전남,장성군,1,28,113,9,122,28,1,151,0.8079470198675497,0.18543046357615894,0.006622516556291391
7.0,전남,장흥군,4,57,163,9,172,57,4,233,0.7381974248927039,0.2446351931330472,0.017167381974248927
7.0,전남,진도군,2,25,38,3,41,25,2,68,0.6029411764705882,0.36764705882352944,0.029411764705882353
7.0,전남,함평군,2,30,102,14,116,30,2,148,0.7837837837837838,0.20270270270270271,0.013513513513513514
7.0,전남,해남군,6,60,187,13,200,60,6,266,0.7518796992481203,0.22556390977443608,0.022556390977443608
7.0,전남,화순군,1,45,202,13,215,45,1,261,0.8237547892720306,0.1724137931034483,0.0038314176245210726
7.0,전북,고창군,4,36,61,2,63,36,4,103,0.6116504854368932,0.34951456310679613,0.038834951456310676
7.0,전북,군산시,17,139,718,37,755,139,17,911,0.8287596048298573,0.1525795828759605,0.018660812294182216
7.0,전북,김제시,15,69,166,1,167,69,15,251,0.6653386454183267,0.2749003984063745,0.05976095617529881
7.0,전북,남원시,13,57,115,3,118,57,13,188,0.6276595744680851,0.30319148936170215,0.06914893617021277
7.0,전북,무주군,3,24,66,0,66,24,3,93,0.7096774193548387,0.25806451612903225,0.03225806451612903
7.0,전북,부안군,6,49,115,11,126,49,6,181,0.6961325966850829,0.27071823204419887,0.03314917127071823
7.0,전북,순창군,6,20,28,11,39,20,6,65,0.6,0.3076923076923077,0.09230769230769231
7.0,전북,완주군,8,64,163,4,167,64,8,239,0.698744769874477,0.26778242677824265,0.03347280334728033
7.0,전북,익산시,7,138,661,16,677,138,7,822,0.8236009732360098,0.1678832116788321,0.00851581508515815
7.0,전북,임실군,1,28,48,3,51,28,1,80,0.6375,0.35,0.0125
7.0,전북,장수군,0,23,30,0,30,23,0,53,0.5660377358490566,0.4339622641509434,0.0
7.0,전북,전주시,15,310,1559,23,1582,310,15,1907,0.8295752490823283,0.16255899318300995,0.007865757734661772
7.0,전북,정읍시,5,95,222,4,226,95,5,326,0.6932515337423313,0.29141104294478526,0.015337423312883436
7.0,전북,진안군,1,19,33,3,36,19,1,56,0.6428571428571429,0.3392857142857143,0.017857142857142856
7.0,제주,서귀포시,9,202,646,103,749,202,9,960,0.7802083333333333,0.21041666666666667,0.009375
7.0,제주,제주시,15,419,1754,248,2002,419,15,2436,0.8218390804597702,0.1720032840722496,0.006157635467980296
7.0,충남,계룡시,0,15,41,4,45,15,0,60,0.75,0.25,0.0
7.0,충남,공주시,11,106,245,3,248,106,11,365,0.6794520547945205,0.29041095890410956,0.030136986301369864
7.0,충남,금산군,6,41,80,1,81,41,6,128,0.6328125,0.3203125,0.046875
7.0,충남,논산시,9,106,200,30,230,106,9,345,0.6666666666666666,0.3072463768115942,0.02608695652173913
7.0,충남,당진시,15,117,354,17,371,117,15,503,0.7375745526838966,0.23260437375745527,0.02982107355864811
7.0,충남,보령시,7,105,250,1,251,105,7,363,0.6914600550964187,0.2892561983471074,0.01928374655647383
7.0,충남,부여군,10,83,92,1,93,83,10,186,0.5,0.44623655913978494,0.053763440860215055
7.0,충남,서산시,14,155,282,30,312,155,14,481,0.6486486486486487,0.32224532224532226,0.029106029106029108
7.0,충남,서천군,5,49,147,8,155,49,5,209,0.7416267942583732,0.23444976076555024,0.023923444976076555
7.0,충남,아산시,18,148,601,13,614,148,18,780,0.7871794871794872,0.18974358974358974,0.023076923076923078
7.0,충남,예산군,12,59,192,9,201,59,12,272,0.7389705882352942,0.21691176470588236,0.04411764705882353
7.0,충남,천안시,11,381,1740,180,1920,381,11,2312,0.8304498269896193,0.1647923875432526,0.004757785467128028
7.0,충남,청양군,7,57,72,5,77,57,7,141,0.5460992907801419,0.40425531914893614,0.04964539007092199
7.0,충남,태안군,3,75,136,6,142,75,3,220,0.6454545454545455,0.3409090909090909,0.013636363636363636
7.0,충남,홍성군,6,64,129,3,132,64,6,202,0.6534653465346535,0.31683168316831684,0.0297029702970297
7.0,충북,괴산군,1,44,117,4,121,44,1,166,0.7289156626506024,0.26506024096385544,0.006024096385542169
7.0,충북,단양군,5,36,73,1,74,36,5,115,0.6434782608695652,0.3130434782608696,0.043478260869565216
7.0,충북,보은군,6,33,76,3,79,33,6,118,0.6694915254237288,0.2796610169491525,0.05084745762711865
7.0,충북,영동군,5,45,63,2,65,45,5,115,0.5652173913043478,0.391304347826087,0.043478260869565216
7.0,충북,옥천군,2,43,104,5,109,43,2,154,0.7077922077922078,0.2792207792207792,0.012987012987012988
7.0,충북,음성군,9,132,288,6,294,132,9,435,0.6758620689655173,0.30344827586206896,0.020689655172413793
7.0,충북,제천시,5,158,489,26,515,158,5,678,0.7595870206489675,0.23303834808259588,0.007374631268436578
7.0,충북,증평군,0,21,100,5,105,21,0,126,0.8333333333333334,0.16666666666666666,0.0
7.0,충북,진천군,8,84,260,5,265,84,8,357,0.742296918767507,0.23529411764705882,0.022408963585434174
7.0,충북,청원군,8,49,90,0,90,49,8,147,0.6122448979591837,0.3333333333333333,0.05442176870748299
7.0,충북,청주시,30,593,2446,104,2550,593,30,3173,0.8036558462023322,0.18688937913646392,0.009454774661203908
7.0,충북,충주시,14,223,650,35,685,223,14,922,0.7429501084598699,0.2418655097613883,0.015184381778741865
8.0,강원,강릉시,11,150,556,15,571,150,11,732,0.7800546448087432,0.20491803278688525,0.015027322404371584
8.0,강원,고성군,0,39,129,7,136,39,0,175,0.7771428571428571,0.22285714285714286,0.0
8.0,강원,동해시,3,57,234,6,240,57,3,300,0.8,0.19,0.01
8.0,강원,삼척시,2,56,226,1,227,56,2,285,0.7964912280701755,0.19649122807017544,0.007017543859649123
8.0,강원,속초시,2,126,319,9,328,126,2,456,0.7192982456140351,0.27631578947368424,0.0043859649122807015
8.0,강원,양구군,2,23,54,17,71,23,2,96,0.7395833333333334,0.23958333333333334,0.020833333333333332
8.0,강원,양양군,3,53,190,2,192,53,3,248,0.7741935483870968,0.21370967741935484,0.012096774193548387
8.0,강원,영월군,3,61,83,31,114,61,3,178,0.6404494382022472,0.34269662921348315,0.016853932584269662
8.0,강원,원주시,14,250,1085,66,1151,250,14,1415,0.8134275618374558,0.17667844522968199,0.009893992932862191
8.0,강원,인제군,3,42,71,9,80,42,3,125,0.64,0.336,0.024
8.0,강원,정선군,2,56,135,2,137,56,2,195,0.7025641025641025,0.28717948717948716,0.010256410256410256
8.0,강원,철원군,3,40,73,0,73,40,3,116,0.6293103448275862,0.3448275862068966,0.02586206896551724
8.0,강원,춘천시,12,187,851,159,1010,187,12,1209,0.8354011579818031,0.15467328370554176,0.009925558312655087
8.0,강원,태백시,1,32,139,14,153,32,1,186,0.8225806451612904,0.17204301075268819,0.005376344086021506
8.0,강원,평창군,6,91,209,23,232,91,6,329,0.7051671732522796,0.2765957446808511,0.0182370820668693
8.0,강원,홍천군,11,70,273,28,301,70,11,382,0.7879581151832461,0.18324607329842932,0.028795811518324606
8.0,강원,화천군,0,22,75,10,85,22,0,107,0.794392523364486,0.205607476635514,0.0
8.0,강원,횡성군,4,71,148,16,164,71,4,239,0.6861924686192469,0.29707112970711297,0.016736401673640166
8.0,경기,가평군,5,95,346,23,369,95,5,469,0.7867803837953091,0.2025586353944563,0.010660980810234541
8.0,경기,고양시,22,483,1882,237,2119,483,22,2624,0.807545731707317,0.18407012195121952,0.008384146341463415
8.0,경기,과천시,0,9,105,14,119,9,0,128,0.9296875,0.0703125,0.0
8.0,경기,광명시,4,119,515,69,584,119,4,707,0.826025459688826,0.16831683168316833,0.005657708628005658
8.0,경기,광주시,7,216,1163,117,1280,216,7,1503,0.8516300731869594,0.1437125748502994,0.004657351962741184
8.0,경기,구리시,5,119,491,24,515,119,5,639,0.8059467918622848,0.18622848200312989,0.00782472613458529
8.0,경기,군포시,2,98,295,35,330,98,2,430,0.7674418604651163,0.22790697674418606,0.004651162790697674
8.0,경기,김포시,13,242,1006,64,1070,242,13,1325,0.8075471698113208,0.18264150943396226,0.009811320754716982
8.0,경기,남양주시,15,340,1305,101,1406,340,15,1761,0.7984099943214082,0.19307211811470756,0.008517887563884156
8.0,경기,동두천시,3,44,206,11,217,44,3,264,0.821969696969697,0.16666666666666666,0.011363636363636364
8.0,경기,부천시,10,353,1763,157,1920,353,10,2283,0.8409986859395532,0.15462111257117828,0.004380201489268506
8.0,경기,성남시,19,464,1797,226,2023,464,19,2506,0.8072625698324022,0.18515562649640863,0.007581803671189146
8.0,경기,수원시,17,583,2346,252,2598,583,17,3198,0.8123827392120075,0.18230143839899937,0.005315822388993121
8.0,경기,시흥시,18,325,1342,136,1478,325,18,1821,0.8116419549697969,0.17847336628226249,0.009884678747940691
8.0,경기,안산시,23,464,2000,151,2151,464,23,2638,0.8153904473085671,0.17589082638362397,0.008718726307808946
8.0,경기,안성시,10,169,569,82,651,169,10,830,0.7843373493975904,0.2036144578313253,0.012048192771084338
8.0,경기,안양시,7,221,720,43,763,221,7,991,0.7699293642785066,0.22300706357214933,0.007063572149344097
8.0,경기,양주시,10,155,669,47,716,155,10,881,0.8127128263337117,0.17593643586833144,0.011350737797956867
8.0,경기,양평군,9,107,331,41,372,107,9,488,0.7622950819672131,0.2192622950819672,0.018442622950819672
8.0,경기,여주시,7,125,316,17,333,125,7,465,0.7161290322580646,0.26881720430107525,0.015053763440860216
8.0,경기,연천군,7,37,126,3,129,37,7,173,0.7456647398843931,0.2138728323699422,0.04046242774566474
8.0,경기,오산시,4,104,456,97,553,104,4,661,0.8366111951588502,0.1573373676248109,0.006051437216338881
8.0,경기,용인시,16,380,1742,245,1987,380,16,2383,0.8338229122954259,0.1594628619387327,0.006714225765841376
8.0,경기,의왕시,2,49,244,18,262,49,2,313,0.8370607028753994,0.15654952076677317,0.006389776357827476
8.0,경기,의정부시,7,169,843,135,978,169,7,1154,0.8474870017331022,0.1464471403812825,0.006065857885615251
8.0,경기,이천시,14,129,680,68,748,129,14,891,0.8395061728395061,0.1447811447811448,0.015712682379349047
8.0,경기,파주시,11,237,822,98,920,237,11,1168,0.7876712328767124,0.2029109589041096,0.009417808219178082
8.0,경기,평택시,23,351,1627,252,1879,351,23,2253,0.8339991122947181,0.15579227696404793,0.010208610741233911
8.0,경기,포천시,11,152,529,21,550,152,11,713,0.7713884992987378,0.2131837307152875,0.015427769985974754
8.0,경기,하남시,5,152,582,85,667,152,5,824,0.8094660194174758,0.18446601941747573,0.006067961165048544
8.0,경기,화성시,20,391,1585,184,1769,391,20,2180,0.8114678899082569,0.1793577981651376,0.009174311926605505
8.0,경남,거제시,10,230,433,33,466,230,10,706,0.660056657223796,0.32577903682719545,0.014164305949008499
8.0,경남,거창군,3,68,105,10,115,68,3,186,0.6182795698924731,0.3655913978494624,0.016129032258064516
8.0,경남,고성군,5,46,101,2,103,46,5,154,0.6688311688311688,0.2987012987012987,0.032467532467532464
8.0,경남,김해시,13,435,910,63,973,435,13,1421,0.6847290640394089,0.30612244897959184,0.009148486980999296
8.0,경남,남해군,3,64,98,30,128,64,3,195,0.6564102564102564,0.3282051282051282,0.015384615384615385
8.0,경남,밀양시,7,138,289,27,316,138,7,461,0.6854663774403471,0.2993492407809111,0.015184381778741865
8.0,경남,사천시,10,124,388,26,414,124,10,548,0.7554744525547445,0.22627737226277372,0.01824817518248175
8.0,경남,산청군,8,62,112,15,127,62,8,197,0.6446700507614214,0.3147208121827411,0.04060913705583756
8.0,경남,양산시,6,220,532,61,593,220,6,819,0.724053724053724,0.2686202686202686,0.007326007326007326
8.0,경남,의령군,6,28,40,4,44,28,6,78,0.5641025641025641,0.358974358974359,0.07692307692307693
8.0,경남,진주시,15,194,234,14,248,194,15,457,0.5426695842450766,0.424507658643326,0.03282275711159737
8.0,경남,창녕군,4,95,91,10,101,95,4,200,0.505,0.475,0.02
8.0,경남,창원시(통합),24,573,1480,88,1568,573,24,2165,0.7242494226327945,0.2646651270207852,0.011085450346420323
8.0,경남,통영시,3,127,444,30,474,127,3,604,0.7847682119205298,0.21026490066225165,0.004966887417218543
8.0,경남,하동군,5,37,54,6,60,37,5,102,0.5882352941176471,0.3627450980392157,0.049019607843137254
8.0,경남,함안군,11,62,140,12,152,62,11,225,0.6755555555555556,0.27555555555555555,0.04888888888888889
8.0,경남,함양군,8,59,82,36,118,59,8,185,0.6378378378378379,0.31891891891891894,0.043243243243243246
8.0,경남,합천군,5,69,78,8,86,69,5,160,0.5375,0.43125,0.03125
8.0,경북,경산시,13,154,484,10,494,154,13,661,0.7473524962178517,0.2329803328290469,0.019667170953101363
8.0,경북,경주시,27,337,696,75,771,337,27,1135,0.6792951541850221,0.29691629955947135,0.02378854625550661
8.0,경북,고령군,3,34,81,4,85,34,3,122,0.6967213114754098,0.2786885245901639,0.02459016393442623
8.0,경북,구미시,13,288,843,92,935,288,13,1236,0.7564724919093851,0.23300970873786409,0.010517799352750809
8.0,경북,군위군,3,19,48,6,54,19,3,76,0.7105263157894737,0.25,0.039473684210526314
8.0,경북,김천시,11,119,247,7,254,119,11,384,0.6614583333333334,0.3098958333333333,0.028645833333333332
8.0,경북,문경시,9,79,232,11,243,79,9,331,0.7341389728096677,0.23867069486404835,0.027190332326283987
8.0,경북,봉화군,5,33,61,7,68,33,5,106,0.6415094339622641,0.3113207547169811,0.04716981132075472
8.0,경북,상주시,14,142,235,12,247,142,14,403,0.6129032258064516,0.3523573200992556,0.034739454094292806
8.0,경북,성주군,5,49,127,14,141,49,5,195,0.7230769230769231,0.2512820512820513,0.02564102564102564
8.0,경북,안동시,14,199,492,59,551,199,14,764,0.7212041884816754,0.2604712041884817,0.01832460732984293
8.0,경북,영덕군,4,59,201,11,212,59,4,275,0.7709090909090909,0.21454545454545454,0.014545454545454545
8.0,경북,영양군,5,27,52,2,54,27,5,86,0.627906976744186,0.313953488372093,0.05813953488372093
8.0,경북,영주시,6,123,216,7,223,123,6,352,0.6335227272727273,0.3494318181818182,0.017045454545454544
8.0,경북,영천시,17,126,423,19,442,126,17,585,0.7555555555555555,0.2153846153846154,0.02905982905982906
8.0,경북,예천군,2,63,67,5,72,63,2,137,0.5255474452554745,0.45985401459854014,0.014598540145985401
8.0,경북,울릉군,1,4,11,0,11,4,1,16,0.6875,0.25,0.0625
8.0,경북,울진군,5,41,81,12,93,41,5,139,0.6690647482014388,0.2949640287769784,0.03597122302158273
8.0,경북,의성군,9,69,116,5,121,69,9,199,0.6080402010050251,0.34673366834170855,0.04522613065326633
8.0,경북,청도군,8,50,117,0,117,50,8,175,0.6685714285714286,0.2857142857142857,0.045714285714285714
8.0,경북,청송군,5,27,42,6,48,27,5,80,0.6,0.3375,0.0625
8.0,경북,칠곡군,9,96,336,40,376,96,9,481,0.7817047817047817,0.1995841995841996,0.018711018711018712
8.0,경북,포항시,15,377,1527,106,1633,377,15,2025,0.8064197530864198,0.18617283950617283,0.007407407407407408
8.0,광주,광산구,17,187,1446,52,1498,187,17,1702,0.8801410105757932,0.10987074030552292,0.0099882491186839
8.0,광주,남구,2,75,458,20,478,75,2,555,0.8612612612612612,0.13513513513513514,0.0036036036036036037
8.0,광주,동구,2,55,355,11,366,55,2,423,0.8652482269503546,0.13002364066193853,0.004728132387706856
8.0,광주,북구,9,178,1444,77,1521,178,9,1708,0.8905152224824356,0.10421545667447307,0.005269320843091335
8.0,광주,서구,3,150,1186,51,1237,150,3,1390,0.8899280575539569,0.1079136690647482,0.002158273381294964
8.0,대구,군위군,1,9,24,5,29,9,1,39,0.7435897435897436,0.23076923076923078,0.02564102564102564
8.0,대구,남구,1,91,344,31,375,91,1,467,0.8029978586723768,0.1948608137044968,0.0021413276231263384
8.0,대구,달서구,12,328,1477,127,1604,328,12,1944,0.8251028806584362,0.16872427983539096,0.006172839506172839
8.0,대구,달성군,11,137,458,32,490,137,11,638,0.768025078369906,0.21473354231974923,0.017241379310344827
8.0,대구,동구,8,237,891,98,989,237,8,1234,0.8014586709886548,0.1920583468395462,0.006482982171799027
8.0,대구,북구,4,243,991,163,1154,243,4,1401,0.8236973590292648,0.1734475374732334,0.0028551034975017845
8.0,대구,서구,4,142,515,71,586,142,4,732,0.8005464480874317,0.19398907103825136,0.00546448087431694
8.0,대구,수성구,7,276,1137,82,1219,276,7,1502,0.8115845539280959,0.18375499334221038,0.004660452729693742
8.0,대구,중구,2,105,382,86,468,105,2,575,0.8139130434782609,0.1826086956521739,0.0034782608695652175
8.0,대전,대덕구,4,102,450,24,474,102,4,580,0.8172413793103448,0.17586206896551723,0.006896551724137931
8.0,대전,동구,3,145,664,35,699,145,3,847,0.8252656434474617,0.17119244391971664,0.0035419126328217238
8.0,대전,서구,4,264,1275,34,1309,264,4,1577,0.8300570703868104,0.16740646797717185,0.0025364616360177552
8.0,대전,유성구,9,196,921,50,971,196,9,1176,0.8256802721088435,0.16666666666666666,0.007653061224489796
8.0,대전,중구,8,119,629,12,641,119,8,768,0.8346354166666666,0.15494791666666666,0.010416666666666666
8.0,부산,강서구,13,175,349,28,377,175,13,565,0.6672566371681415,0.30973451327433627,0.023008849557522124
8.0,부산,금정구,8,135,393,67,460,135,8,603,0.7628524046434494,0.22388059701492538,0.013266998341625208
8.0,부산,기장군,6,100,335,40,375,100,6,481,0.7796257796257796,0.2079002079002079,0.012474012474012475
8.0,부산,남구,2,121,348,40,388,121,2,511,0.7592954990215264,0.23679060665362034,0.003913894324853229
8.0,부산,동구,2,76,215,19,234,76,2,312,0.75,0.24358974358974358,0.00641025641025641
8.0,부산,동래구,7,129,400,31,431,129,7,567,0.7601410934744268,0.2275132275132275,0.012345679012345678
8.0,부산,부산진구,4,248,663,70,733,248,4,985,0.7441624365482233,0.2517766497461929,0.0040609137055837565
8.0,부산,북구,1,106,323,30,353,106,1,460,0.7673913043478261,0.23043478260869565,0.002173913043478261
8.0,부산,사상구,8,124,331,28,359,124,8,491,0.7311608961303462,0.2525458248472505,0.016293279022403257
8.0,부산,사하구,2,178,393,38,431,178,2,611,0.7054009819967266,0.29132569558101473,0.0032733224222585926
8.0,부산,서구,1,53,207,14,221,53,1,275,0.8036363636363636,0.19272727272727272,0.0036363636363636364
8.0,부산,수영구,3,128,385,36,421,128,3,552,0.7626811594202898,0.2318840579710145,0.005434782608695652
8.0,부산,연제구,2,105,328,49,377,105,2,484,0.7789256198347108,0.21694214876033058,0.004132231404958678
8.0,부산,영도구,2,50,126,8,134,50,2,186,0.7204301075268817,0.26881720430107525,0.010752688172043012
8.0,부산,중구,1,47,152,13,165,47,1,213,0.7746478873239436,0.22065727699530516,0.004694835680751174
8.0,부산,해운대구,2,174,492,41,533,174,2,709,0.7517630465444288,0.2454160789844852,0.0028208744710860366
8.0,서울,강남구,10,359,2025,208,2233,359,10,2602,0.8581860107609531,0.1379707916986933,0.003843197540353574
8.0,서울,강동구,4,186,628,38,666,186,4,856,0.7780373831775701,0.21728971962616822,0.004672897196261682
8.0,서울,강북구,2,144,490,44,534,144,2,680,0.7852941176470588,0.21176470588235294,0.0029411764705882353
8.0,서울,강서구,9,246,785,92,877,246,9,1132,0.7747349823321554,0.21731448763250882,0.007950530035335688
8.0,서울,관악구,7,169,618,40,658,169,7,834,0.7889688249400479,0.2026378896882494,0.008393285371702638
8.0,서울,광진구,4,122,414,26,440,122,4,566,0.7773851590106007,0.21554770318021202,0.007067137809187279
8.0,서울,구로구,5,155,678,76,754,155,5,914,0.824945295404814,0.16958424507658643,0.005470459518599562
8.0,서울,금천구,4,118,438,39,477,118,4,599,0.7963272120200334,0.19699499165275458,0.00667779632721202
8.0,서울,노원구,2,180,719,90,809,180,2,991,0.8163471241170535,0.18163471241170534,0.0020181634712411706
8.0,서울,도봉구,3,108,262,41,303,108,3,414,0.7318840579710145,0.2608695652173913,0.007246376811594203
8.0,서울,동대문구,9,239,655,71,726,239,9,974,0.7453798767967146,0.24537987679671458,0.009240246406570842
8.0,서울,동작구,6,150,634,81,715,150,6,871,0.8208955223880597,0.17221584385763491,0.006888633754305396
8.0,서울,마포구,7,193,758,92,850,193,7,1050,0.8095238095238095,0.1838095238095238,0.006666666666666667
8.0,서울,서대문구,1,126,435,88,523,126,1,650,0.8046153846153846,0.19384615384615383,0.0015384615384615385
8.0,서울,서초구,3,244,1235,89,1324,244,3,1571,0.8427753023551878,0.15531508593252705,0.0019096117122851686
8.0,서울,성동구,2,126,513,43,556,126,2,684,0.8128654970760234,0.18421052631578946,0.0029239766081871343
8.0,서울,성북구,2,159,566,61,627,159,2,788,0.7956852791878173,0.2017766497461929,0.0025380710659898475
8.0,서울,송파구,8,312,1257,173,1430,312,8,1750,0.8171428571428572,0.1782857142857143,0.004571428571428572
8.0,서울,양천구,3,157,692,57,749,157,3,909,0.823982398239824,0.17271727172717272,0.0033003300330033004
8.0,서울,영등포구,8,234,1029,133,1162,234,8,1404,0.8276353276353277,0.16666666666666666,0.005698005698005698
8.0,서울,용산구,8,164,545,31,576,164,8,748,0.7700534759358288,0.2192513368983957,0.0106951871657754
8.0,서울,은평구,4,148,512,60,572,148,4,724,0.7900552486187845,0.20441988950276244,0.0055248618784530384
8.0,서울,종로구,5,143,429,56,485,143,5,633,0.7661927330173776,0.2259083728278041,0.007898894154818325
8.0,서울,중구,0,131,410,61,471,131,0,602,0.782392026578073,0.21760797342192692,0.0
8.0,서울,중랑구,4,168,649,108,757,168,4,929,0.8148546824542519,0.18083961248654468,0.004305705059203444
8.0,세종,세종시,7,130,426,60,486,130,7,623,0.7800963081861958,0.2086677367576244,0.011235955056179775
