발생월,시도,시군구,사망자수,중상자수,경상자수,부상신고자수,cnt_minor,cnt_serious,cnt_fatal,total_cnt,ratio_0,ratio_1,ratio_2
4.0,경기,안산시,13,447,2091,174,2265,447,13,2725,0.8311926605504587,0.16403669724770642,0.0047706422018348625
4.0,경기,안성시,13,145,574,67,641,145,13,799,0.8022528160200251,0.18147684605757197,0.016270337922403004
4.0,경기,안양시,5,248,737,31,768,248,5,1021,0.752203721841332,0.24289911851126347,0.004897159647404506
4.0,경기,양주시,2,155,580,58,638,155,2,795,0.8025157232704403,0.1949685534591195,0.0025157232704402514
4.0,경기,양평군,8,88,285,44,329,88,8,425,0.7741176470588236,0.20705882352941177,0.018823529411764704
4.0,경기,여주시,7,84,346,23,369,84,7,460,0.8021739130434783,0.1826086956521739,0.015217391304347827
4.0,경기,연천군,2,35,81,6,87,35,2,124,0.7016129032258065,0.28225806451612906,0.016129032258064516
4.0,경기,오산시,3,139,514,71,585,139,3,727,0.8046767537826685,0.19119669876203577,0.0041265474552957355
4.0,경기,용인시,14,419,1934,215,2149,419,14,2582,0.832300542215337,0.16227730441518204,0.005422153369481022
4.0,경기,의왕시,7,83,214,16,230,83,7,320,0.71875,0.259375,0.021875
4.0,경기,의정부시,6,206,804,136,940,206,6,1152,0.8159722222222222,0.17881944444444445,0.005208333333333333
4.0,경기,이천시,9,142,641,49,690,142,9,841,0.8204518430439952,0.16884661117717004,0.01070154577883472
4.0,경기,파주시,5,220,776,74,850,220,5,1075,0.7906976744186046,0.20465116279069767,0.004651162790697674
4.0,경기,평택시,18,391,1811,195,2006,391,18,2415,0.8306418219461698,0.1619047619047619,0.007453416149068323
4.0,경기,포천시,10,101,430,22,452,101,10,563,0.8028419182948491,0.17939609236234458,0.017761989342806393
4.0,경기,하남시,7,125,546,74,620,125,7,752,0.824468085106383,0.16622340425531915,0.009308510638297872
4.0,경기,화성시,18,381,1718,178,1896,381,18,2295,0.8261437908496732,0.16601307189542483,0.00784313725490196
4.0,경남,거제시,6,211,365,35,400,211,6,617,0.6482982171799028,0.3419773095623987,0.009724473257698542
4.0,경남,거창군,6,74,74,3,77,74,6,157,0.49044585987261147,0.4713375796178344,0.03821656050955414
4.0,경남,고성군,2,56,108,9,117,56,2,175,0.6685714285714286,0.32,0.011428571428571429
4.0,경남,김해시,15,482,856,68,924,482,15,1421,0.6502463054187192,0.3391977480647431,0.01055594651653765
4.0,경남,남해군,2,70,56,19,75,70,2,147,0.5102040816326531,0.47619047619047616,0.013605442176870748
4.0,경남,밀양시,9,122,196,24,220,122,9,351,0.6267806267806267,0.3475783475783476,0.02564102564102564
4.0,경남,사천시,3,129,320,32,352,129,3,484,0.7272727272727273,0.2665289256198347,0.006198347107438017
4.0,경남,산청군,4,71,86,17,103,71,4,178,0.5786516853932584,0.398876404494382,0.02247191011235955
4.0,경남,양산시,14,249,572,85,657,249,14,920,0.7141304347826087,0.27065217391304347,0.015217391304347827
4.0,경남,의령군,5,37,34,1,35,37,5,77,0.45454545454545453,0.4805194805194805,0.06493506493506493
4.0,경남,진주시,7,204,252,21,273,204,7,484,0.5640495867768595,0.4214876033057851,0.014462809917355372
4.0,경남,창녕군,5,95,99,10,109,95,5,209,0.5215311004784688,0.45454545454545453,0.023923444976076555
4.0,경남,창원시(통합),28,568,1406,108,1514,568,28,2110,0.7175355450236967,0.26919431279620853,0.013270142180094787
4.0,경남,통영시,3,140,338,35,373,140,3,516,0.7228682170542635,0.2713178294573643,0.005813953488372093
4.0,경남,하동군,4,52,65,8,73,52,4,129,0.5658914728682171,0.40310077519379844,0.031007751937984496
4.0,경남,함안군,5,90,126,7,133,90,5,228,0.5833333333333334,0.39473684210526316,0.021929824561403508
4.0,경남,함양군,8,66,71,18,89,66,8,163,0.5460122699386503,0.4049079754601227,0.049079754601226995
4.0,경남,합천군,5,50,57,14,71,50,5,126,0.5634920634920635,0.3968253968253968,0.03968253968253968
4.0,경북,경산시,10,180,510,11,521,180,10,711,0.7327707454289732,0.25316455696202533,0.014064697609001406
4.0,경북,경주시,29,350,640,50,690,350,29,1069,0.6454630495790459,0.3274087932647334,0.027128157156220765
4.0,경북,고령군,5,33,64,2,66,33,5,104,0.6346153846153846,0.3173076923076923,0.04807692307692308
4.0,경북,구미시,17,328,839,80,919,328,17,1264,0.7270569620253164,0.25949367088607594,0.013449367088607595
4.0,경북,군위군,4,14,29,0,29,14,4,47,0.6170212765957447,0.2978723404255319,0.0851063829787234
4.0,경북,김천시,11,110,217,9,226,110,11,347,0.6512968299711815,0.3170028818443804,0.03170028818443804
4.0,경북,문경시,2,65,148,11,159,65,2,226,0.7035398230088495,0.28761061946902655,0.008849557522123894
4.0,경북,봉화군,4,27,33,6,39,27,4,70,0.5571428571428572,0.38571428571428573,0.05714285714285714
4.0,경북,상주시,10,117,204,10,214,117,10,341,0.6275659824046921,0.34310850439882695,0.02932551319648094
4.0,경북,성주군,6,55,130,7,137,55,6,198,0.6919191919191919,0.2777777777777778,0.030303030303030304
4.0,경북,안동시,5,141,420,37,457,141,5,603,0.75787728026534,0.23383084577114427,0.008291873963515755
4.0,경북,영덕군,2,53,87,8,95,53,2,150,0.6333333333333333,0.35333333333333333,0.013333333333333334
4.0,경북,영양군,1,13,21,0,21,13,1,35,0.6,0.37142857142857144,0.02857142857142857
4.0,경북,영주시,8,74,145,14,159,74,8,241,0.6597510373443983,0.3070539419087137,0.03319502074688797
4.0,경북,영천시,4,93,284,14,298,93,4,395,0.7544303797468355,0.23544303797468355,0.010126582278481013
4.0,경북,예천군,3,62,58,1,59,62,3,124,0.47580645161290325,0.5,0.024193548387096774
4.0,경북,울릉군,1,6,3,0,3,6,1,10,0.3,0.6,0.1
4.0,경북,울진군,1,51,67,8,75,51,1,127,0.5905511811023622,0.4015748031496063,0.007874015748031496
4.0,경북,의성군,8,53,57,1,58,53,8,119,0.48739495798319327,0.44537815126050423,0.06722689075630252
4.0,경북,청도군,5,61,94,1,95,61,5,161,0.5900621118012422,0.37888198757763975,0.031055900621118012
4.0,경북,청송군,3,22,29,8,37,22,3,62,0.5967741935483871,0.3548387096774194,0.04838709677419355
4.0,경북,칠곡군,3,118,328,70,398,118,3,519,0.766859344894027,0.22736030828516376,0.005780346820809248
4.0,경북,포항시,18,370,1421,57,1478,370,18,1866,0.7920685959271169,0.1982851018220793,0.00964630225080386
4.0,광주,광산구,6,168,1448,58,1506,168,6,1680,0.8964285714285715,0.1,0.0035714285714285713
4.0,광주,남구,6,74,496,23,519,74,6,599,0.8664440734557596,0.12353923205342238,0.01001669449081803
4.0,광주,동구,4,64,360,16,376,64,4,444,0.8468468468468469,0.14414414414414414,0.009009009009009009
4.0,광주,북구,7,172,1469,79,1548,172,7,1727,0.8963520555877244,0.09959467284308049,0.004053271569195136
4.0,광주,서구,3,131,1236,61,1297,131,3,1431,0.9063591893780573,0.09154437456324249,0.0020964360587002098
4.0,대구,군위군,2,6,15,2,17,6,2,25,0.68,0.24,0.08
4.0,대구,남구,1,97,386,34,420,97,1,518,0.8108108108108109,0.18725868725868725,0.0019305019305019305
4.0,대구,달서구,8,394,1473,124,1597,394,8,1999,0.7988994497248624,0.19709854927463732,0.00400200100050025
4.0,대구,달성군,5,128,456,16,472,128,5,605,0.7801652892561983,0.2115702479338843,0.008264462809917356
4.0,대구,동구,10,208,795,108,903,208,10,1121,0.8055307760927743,0.1855486173059768,0.008920606601248885
4.0,대구,북구,9,285,1074,118,1192,285,9,1486,0.8021534320323015,0.1917900403768506,0.006056527590847914
4.0,대구,서구,5,148,542,63,605,148,5,758,0.7981530343007915,0.19525065963060687,0.006596306068601583
4.0,대구,수성구,5,274,1079,85,1164,274,5,1443,0.8066528066528067,0.18988218988218988,0.003465003465003465
4.0,대구,중구,3,99,364,87,451,99,3,553,0.8155515370705244,0.17902350813743217,0.0054249547920434
4.0,대전,대덕구,5,112,501,23,524,112,5,641,0.8174726989079563,0.1747269890795632,0.0078003120124804995
4.0,대전,동구,8,152,638,14,652,152,8,812,0.8029556650246306,0.18719211822660098,0.009852216748768473
4.0,대전,서구,10,257,1205,27,1232,257,10,1499,0.8218812541694464,0.171447631754503,0.0066711140760507
4.0,대전,유성구,7,205,1060,39,1099,205,7,1311,0.8382913806254767,0.15636918382913806,0.005339435545385202
4.0,대전,중구,5,162,600,11,611,162,5,778,0.7853470437017995,0.20822622107969152,0.006426735218508998
4.0,부산,강서구,5,143,367,20,387,143,5,535,0.7233644859813084,0.2672897196261682,0.009345794392523364
4.0,부산,금정구,3,119,366,81,447,119,3,569,0.7855887521968365,0.20913884007029876,0.005272407732864675
4.0,부산,기장군,0,85,287,24,311,85,0,396,0.7853535353535354,0.21464646464646464,0.0
4.0,부산,남구,5,141,356,38,394,141,5,540,0.7296296296296296,0.2611111111111111,0.009259259259259259
4.0,부산,동구,0,94,238,23,261,94,0,355,0.7352112676056338,0.2647887323943662,0.0
4.0,부산,동래구,2,148,446,43,489,148,2,639,0.7652582159624414,0.23161189358372458,0.003129890453834116
4.0,부산,부산진구,2,263,785,73,858,263,2,1123,0.7640249332146037,0.2341941228851291,0.0017809439002671415
4.0,부산,북구,4,108,284,35,319,108,4,431,0.740139211136891,0.2505800464037123,0.009280742459396751
4.0,부산,사상구,5,153,411,34,445,153,5,603,0.7379767827529021,0.2537313432835821,0.008291873963515755
4.0,부산,사하구,3,167,428,42,470,167,3,640,0.734375,0.2609375,0.0046875
4.0,부산,서구,3,67,216,18,234,67,3,304,0.7697368421052632,0.22039473684210525,0.009868421052631578
4.0,부산,수영구,2,91,335,56,391,91,2,484,0.8078512396694215,0.18801652892561985,0.004132231404958678
4.0,부산,연제구,1,116,293,24,317,116,1,434,0.7304147465437788,0.2672811059907834,0.002304147465437788
4.0,부산,영도구,3,65,151,8,159,65,3,227,0.7004405286343612,0.28634361233480177,0.013215859030837005
4.0,부산,중구,1,57,160,8,168,57,1,226,0.7433628318584071,0.252212389380531,0.004424778761061947
4.0,부산,해운대구,6,150,434,59,493,150,6,649,0.7596302003081664,0.23112480739599384,0.009244992295839754
4.0,서울,강남구,11,419,2083,194,2277,419,11,2707,0.8411525674178056,0.15478389360916142,0.004063538973032878
4.0,서울,강동구,3,200,604,48,652,200,3,855,0.7625730994152047,0.23391812865497075,0.0035087719298245615
4.0,서울,강북구,3,126,451,32,483,126,3,612,0.7892156862745098,0.20588235294117646,0.004901960784313725
4.0,서울,강서구,11,245,747,92,839,245,11,1095,0.7662100456621005,0.2237442922374429,0.01004566210045662
4.0,서울,관악구,8,176,715,89,804,176,8,988,0.8137651821862348,0.17813765182186234,0.008097165991902834
4.0,서울,광진구,4,129,438,28,466,129,4,599,0.7779632721202003,0.21535893155258765,0.00667779632721202
4.0,서울,구로구,8,188,673,56,729,188,8,925,0.7881081081081082,0.20324324324324325,0.008648648648648649
4.0,서울,금천구,4,129,418,31,449,129,4,582,0.7714776632302406,0.22164948453608246,0.006872852233676976
4.0,서울,노원구,5,209,664,86,750,209,5,964,0.7780082987551867,0.21680497925311204,0.005186721991701245
4.0,서울,도봉구,2,109,279,60,339,109,2,450,0.7533333333333333,0.24222222222222223,0.0044444444444444444
4.0,서울,동대문구,2,218,698,87,785,218,2,1005,0.7810945273631841,0.21691542288557214,0.001990049751243781
4.0,서울,동작구,1,166,593,71,664,166,1,831,0.7990373044524669,0.19975932611311673,0.0012033694344163659
4.0,서울,마포구,3,212,736,81,817,212,3,1032,0.7916666666666666,0.2054263565891473,0.0029069767441860465
4.0,서울,서대문구,4,118,413,86,499,118,4,621,0.8035426731078905,0.19001610305958133,0.00644122383252818
4.0,서울,서초구,7,259,1199,85,1284,259,7,1550,0.8283870967741935,0.16709677419354838,0.004516129032258065
4.0,서울,성동구,5,158,523,32,555,158,5,718,0.7729805013927576,0.2200557103064067,0.006963788300835654
4.0,서울,성북구,3,163,528,48,576,163,3,742,0.7762803234501348,0.2196765498652291,0.004043126684636119
4.0,서울,송파구,7,342,1255,170,1425,342,7,1774,0.8032694475760992,0.1927846674182638,0.003945885005636978
4.0,서울,양천구,1,162,601,88,689,162,1,852,0.8086854460093896,0.19014084507042253,0.0011737089201877935
4.0,서울,영등포구,5,249,1029,138,1167,249,5,1421,0.8212526389866291,0.175228712174525,0.003518648838845883
4.0,서울,용산구,6,118,556,19,575,118,6,699,0.8226037195994278,0.1688125894134478,0.008583690987124463
4.0,서울,은평구,3,150,515,66,581,150,3,734,0.7915531335149864,0.20435967302452315,0.004087193460490463
4.0,서울,종로구,1,148,475,53,528,148,1,677,0.7799113737075333,0.21861152141802068,0.0014771048744460858
4.0,서울,중구,3,145,494,63,557,145,3,705,0.7900709219858156,0.20567375886524822,0.00425531914893617
4.0,서울,중랑구,5,202,645,107,752,202,5,959,0.7841501564129302,0.21063607924921793,0.005213764337851929
4.0,세종,세종시,8,120,409,108,517,120,8,645,0.8015503875968992,0.18604651162790697,0.012403100775193798
4.0,울산,남구,8,225,562,49,611,225,8,844,0.7239336492890995,0.2665876777251185,0.009478672985781991
4.0,울산,동구,3,110,242,12,254,110,3,367,0.6920980926430518,0.2997275204359673,0.008174386920980926
4.0,울산,북구,8,125,372,38,410,125,8,543,0.7550644567219152,0.2302025782688766,0.014732965009208104
4.0,울산,울주군,9,142,368,54,422,142,9,573,0.7364746945898778,0.24781849912739964,0.015706806282722512
4.0,울산,중구,3,104,313,39,352,104,3,459,0.7668845315904139,0.22657952069716775,0.006535947712418301
4.0,인천,강화군,2,39,55,6,61,39,2,102,0.5980392156862745,0.38235294117647056,0.0196078431372549
4.0,인천,계양구,2,119,402,12,414,119,2,535,0.7738317757009345,0.22242990654205608,0.003738317757009346
4.0,인천,남동구,6,213,972,44,1016,213,6,1235,0.8226720647773279,0.17246963562753037,0.004858299595141701
4.0,인천,동구,0,23,74,2,76,23,0,99,0.7676767676767676,0.23232323232323232,0.0
4.0,인천,미추홀구,5,143,633,45,678,143,5,826,0.8208232445520581,0.17312348668280872,0.006053268765133172
4.0,인천,부평구,4,159,699,53,752,159,4,915,0.8218579234972677,0.1737704918032787,0.004371584699453552
4.0,인천,서구,7,190,799,31,830,190,7,1027,0.8081791626095424,0.18500486854917234,0.006815968841285297
4.0,인천,연수구,4,102,381,8,389,102,4,495,0.7858585858585858,0.20606060606060606,0.00808080808080808
4.0,인천,옹진군,0,5,22,1,23,5,0,28,0.8214285714285714,0.17857142857142858,0.0
4.0,인천,중구,3,73,272,10,282,73,3,358,0.7877094972067039,0.20391061452513967,0.008379888268156424
4.0,전남,강진군,2,44,161,21,182,44,2,228,0.7982456140350878,0.19298245614035087,0.008771929824561403
4.0,전남,고흥군,7,61,90,4,94,61,7,162,0.5802469135802469,0.3765432098765432,0.043209876543209874
4.0,전남,곡성군,5,26,44,1,45,26,5,76,0.5921052631578947,0.34210526315789475,0.06578947368421052
4.0,전남,광양시,16,87,337,24,361,87,16,464,0.7780172413793104,0.1875,0.034482758620689655
4.0,전남,구례군,1,28,88,7,95,28,1,124,0.7661290322580645,0.22580645161290322,0.008064516129032258
4.0,전남,나주시,10,96,346,10,356,96,10,462,0.7705627705627706,0.2077922077922078,0.021645021645021644
4.0,전남,담양군,2,44,169,4,173,44,2,219,0.7899543378995434,0.2009132420091324,0.0091324200913242
4.0,전남,목포시,6,131,936,28,964,131,6,1101,0.8755676657584015,0.11898274296094459,0.005449591280653951
4.0,전남,무안군,6,64,250,10,260,64,6,330,0.7878787878787878,0.19393939393939394,0.01818181818181818
4.0,전남,보성군,5,33,100,2,102,33,5,140,0.7285714285714285,0.2357142857142857,0.03571428571428571
4.0,전남,순천시,15,151,710,33,743,151,15,909,0.8173817381738174,0.16611661166116612,0.0165016501650165
4.0,전남,신안군,6,24,58,0,58,24,6,88,0.6590909090909091,0.2727272727272727,0.06818181818181818
4.0,전남,여수시,20,204,873,23,896,204,20,1120,0.8,0.18214285714285713,0.017857142857142856
4.0,전남,영광군,3,26,75,7,82,26,3,111,0.7387387387387387,0.23423423423423423,0.02702702702702703
4.0,전남,영암군,9,88,282,10,292,88,9,389,0.7506426735218509,0.2262210796915167,0.02313624678663239
4.0,전남,완도군,2,47,72,5,77,47,2,126,0.6111111111111112,0.373015873015873,0.015873015873015872
4.0,전남,장성군,3,33,134,10,144,33,3,180,0.8,0.18333333333333332,0.016666666666666666
4.0,전남,장흥군,0,52,140,9,149,52,0,201,0.7412935323383084,0.25870646766169153,0.0
4.0,전남,진도군,4,22,36,3,39,22,4,65,0.6,0.3384615384615385,0.06153846153846154
4.0,전남,함평군,1,31,80,13,93,31,1,125,0.744,0.248,0.008
4.0,전남,해남군,8,58,130,7,137,58,8,203,0.6748768472906403,0.2857142857142857,0.03940886699507389
4.0,전남,화순군,6,31,199,8,207,31,6,244,0.8483606557377049,0.12704918032786885,0.02459016393442623
4.0,전북,고창군,9,39,74,8,82,39,9,130,0.6307692307692307,0.3,0.06923076923076923
4.0,전북,군산시,9,145,750,60,810,145,9,964,0.8402489626556017,0.1504149377593361,0.00933609958506224
4.0,전북,김제시,5,70,169,1,170,70,5,245,0.6938775510204082,0.2857142857142857,0.02040816326530612
4.0,전북,남원시,5,57,130,3,133,57,5,195,0.6820512820512821,0.2923076923076923,0.02564102564102564
4.0,전북,무주군,3,31,35,1,36,31,3,70,0.5142857142857142,0.44285714285714284,0.04285714285714286
4.0,전북,부안군,6,51,114,8,122,51,6,179,0.6815642458100558,0.2849162011173184,0.0335195530726257
4.0,전북,순창군,2,32,54,18,72,32,2,106,0.6792452830188679,0.3018867924528302,0.018867924528301886
4.0,전북,완주군,7,40,110,2,112,40,7,159,0.7044025157232704,0.25157232704402516,0.0440251572327044
4.0,전북,익산시,14,170,546,11,557,170,14,741,0.7516869095816464,0.22941970310391363,0.018893387314439947
4.0,전북,임실군,1,20,48,1,49,20,1,70,0.7,0.2857142857142857,0.014285714285714285
4.0,전북,장수군,4,6,15,0,15,6,4,25,0.6,0.24,0.16
4.0,전북,전주시,12,328,1294,12,1306,328,12,1646,0.7934386391251519,0.19927095990279464,0.007290400972053463
4.0,전북,정읍시,6,101,251,12,263,101,6,370,0.7108108108108108,0.27297297297297296,0.016216216216216217
4.0,전북,진안군,4,17,33,3,36,17,4,57,0.631578947368421,0.2982456140350877,0.07017543859649122
4.0,제주,서귀포시,13,248,561,80,641,248,13,902,0.7106430155210643,0.2749445676274945,0.014412416851441241
4.0,제주,제주시,18,395,1491,189,1680,395,18,2093,0.802675585284281,0.18872431915910176,0.008600095556617296
4.0,충남,계룡시,0,10,52,1,53,10,0,63,0.8412698412698413,0.15873015873015872,0.0
4.0,충남,공주시,13,92,273,8,281,92,13,386,0.727979274611399,0.23834196891191708,0.03367875647668394
4.0,충남,금산군,4,36,82,0,82,36,4,122,0.6721311475409836,0.29508196721311475,0.03278688524590164
4.0,충남,논산시,11,138,232,14,246,138,11,395,0.6227848101265823,0.3493670886075949,0.027848101265822784
4.0,충남,당진시,9,108,416,36,452,108,9,569,0.7943760984182777,0.18980667838312829,0.015817223198594025
4.0,충남,보령시,4,104,172,3,175,104,4,283,0.6183745583038869,0.3674911660777385,0.014134275618374558
4.0,충남,부여군,2,67,70,0,70,67,2,139,0.5035971223021583,0.48201438848920863,0.014388489208633094
4.0,충남,서산시,11,179,342,20,362,179,11,552,0.6557971014492754,0.3242753623188406,0.019927536231884056
4.0,충남,서천군,10,67,171,3,174,67,10,251,0.6932270916334662,0.26693227091633465,0.0398406374501992
4.0,충남,아산시,12,187,608,28,636,187,12,835,0.7616766467065869,0.22395209580838324,0.01437125748502994
4.0,충남,예산군,9,76,160,9,169,76,9,254,0.6653543307086615,0.2992125984251969,0.03543307086614173
4.0,충남,천안시,14,342,1671,155,1826,342,14,2182,0.8368469294225481,0.15673693858845097,0.006416131989000917
4.0,충남,청양군,3,49,72,7,79,49,3,131,0.6030534351145038,0.37404580152671757,0.022900763358778626
4.0,충남,태안군,6,77,138,12,150,77,6,233,0.6437768240343348,0.33047210300429186,0.02575107296137339
4.0,충남,홍성군,3,73,128,6,134,73,3,210,0.638095238095238,0.3476190476190476,0.014285714285714285
4.0,충북,괴산군,1,41,82,8,90,41,1,132,0.6818181818181818,0.3106060606060606,0.007575757575757576
4.0,충북,단양군,2,26,91,5,96,26,2,124,0.7741935483870968,0.20967741935483872,0.016129032258064516
4.0,충북,보은군,4,31,90,0,90,31,4,125,0.72,0.248,0.032
4.0,충북,영동군,2,64,64,1,65,64,2,131,0.4961832061068702,0.48854961832061067,0.015267175572519083
4.0,충북,옥천군,4,31,74,1,75,31,4,110,0.6818181818181818,0.2818181818181818,0.03636363636363636
4.0,충북,음성군,9,113,269,14,283,113,9,405,0.6987654320987654,0.27901234567901234,0.022222222222222223
4.0,충북,제천시,5,153,431,31,462,153,5,620,0.7451612903225806,0.2467741935483871,0.008064516129032258
4.0,충북,증평군,3,25,89,6,95,25,3,123,0.7723577235772358,0.2032520325203252,0.024390243902439025
4.0,충북,진천군,5,74,251,8,259,74,5,338,0.7662721893491125,0.21893491124260356,0.014792899408284023
4.0,충북,청원군,2,29,92,0,92,29,2,123,0.7479674796747967,0.23577235772357724,0.016260162601626018
4.0,충북,청주시,33,696,2313,72,2385,696,33,3114,0.7658959537572254,0.22350674373795762,0.010597302504816955
4.0,충북,충주시,16,214,626,31,657,214,16,887,0.7406989853438557,0.24126268320180383,0.018038331454340473
5.0,강원,강릉시,7,126,502,8,510,126,7,643,0.7931570762052877,0.19595645412130638,0.01088646967340591
5.0,강원,고성군,2,31,74,11,85,31,2,118,0.7203389830508474,0.2627118644067797,0.01694915254237288
5.0,강원,동해시,2,62,186,5,191,62,2,255,0.7490196078431373,0.24313725490196078,0.00784313725490196
5.0,강원,삼척시,2,66,181,3,184,66,2,252,0.7301587301587301,0.2619047619047619,0.007936507936507936
5.0,강원,속초시,1,89,262,2,264,89,1,354,0.7457627118644068,0.2514124293785311,0.002824858757062147
5.0,강원,양구군,5,23,41,2,43,23,5,71,0.6056338028169014,0.323943661971831,0.07042253521126761
5.0,강원,양양군,2,31,88,1,89,31,2,122,0.7295081967213115,0.2540983606557377,0.01639344262295082
5.0,강원,영월군,4,43,79,16,95,43,4,142,0.6690140845070423,0.3028169014084507,0.028169014084507043
5.0,강원,원주시,7,262,1000,43,1043,262,7,1312,0.7949695121951219,0.19969512195121952,0.005335365853658537
5.0,강원,인제군,3,17,27,3,30,17,3,50,0.6,0.34,0.06
5.0,강원,정선군,2,24,90,1,91,24,2,117,0.7777777777777778,0.20512820512820512,0.017094017094017096
5.0,강원,철원군,2,18,67,3,70,18,2,90,0.7777777777777778,0.2,0.022222222222222223
5.0,강원,춘천시,11,173,853,169,1022,173,11,1206,0.8474295190713101,0.14344941956882257,0.00912106135986733
5.0,강원,태백시,2,20,126,7,133,20,2,155,0.8580645161290322,0.12903225806451613,0.012903225806451613
5.0,강원,평창군,2,36,122,8,130,36,2,168,0.7738095238095238,0.21428571428571427,0.011904761904761904
5.0,강원,홍천군,8,52,166,18,184,52,8,244,0.7540983606557377,0.21311475409836064,0.03278688524590164
5.0,강원,화천군,3,17,68,7,75,17,3,95,0.7894736842105263,0.17894736842105263,0.031578947368421054
5.0,강원,횡성군,6,44,128,10,138,44,6,188,0.7340425531914894,0.23404255319148937,0.031914893617021274
5.0,경기,가평군,3,70,262,26,288,70,3,361,0.7977839335180056,0.19390581717451524,0.008310249307479225
5.0,경기,고양시,23,565,1958,201,2159,565,23,2747,0.7859483072442665,0.2056789224608664,0.008372770294867127
5.0,경기,과천시,1,28,106,9,115,28,1,144,0.7986111111111112,0.19444444444444445,0.006944444444444444
5.0,경기,광명시,6,133,492,77,569,133,6,708,0.8036723163841808,0.18785310734463276,0.00847457627118644
5.0,경기,광주시,9,250,1215,122,1337,250,9,1596,0.8377192982456141,0.15664160401002505,0.005639097744360902
5.0,경기,구리시,5,76,444,21,465,76,5,546,0.8516483516483516,0.1391941391941392,0.009157509157509158
5.0,경기,군포시,4,88,329,61,390,88,4,482,0.8091286307053942,0.1825726141078838,0.008298755186721992
5.0,경기,김포시,12,255,948,60,1008,255,12,1275,0.7905882352941176,0.2,0.009411764705882352
5.0,경기,남양주시,11,341,1286,111,1397,341,11,1749,0.7987421383647799,0.1949685534591195,0.006289308176100629
5.0,경기,동두천시,1,49,218,19,237,49,1,287,0.8257839721254355,0.17073170731707318,0.003484320557491289
5.0,경기,부천시,8,404,1841,146,1987,404,8,2399,0.8282617757398916,0.16840350145894123,0.003334722801167153
5.0,경기,성남시,12,487,1934,194,2128,487,12,2627,0.8100494861058242,0.18538256566425582,0.004567948229920061
5.0,경기,수원시,22,643,2567,244,2811,643,22,3476,0.8086881472957422,0.18498273878020713,0.006329113924050633
5.0,경기,시흥시,14,352,1372,147,1519,352,14,1885,0.8058355437665783,0.18673740053050397,0.007427055702917772
5.0,경기,안산시,13,493,2158,171,2329,493,13,2835,0.8215167548500882,0.17389770723104056,0.004585537918871252
5.0,경기,안성시,15,196,683,88,771,196,15,982,0.785132382892057,0.19959266802443992,0.015274949083503055
5.0,경기,안양시,12,222,774,44,818,222,12,1052,0.7775665399239544,0.21102661596958175,0.011406844106463879
5.0,경기,양주시,7,155,626,55,681,155,7,843,0.8078291814946619,0.18386714116251482,0.00830367734282325
5.0,경기,양평군,5,117,299,22,321,117,5,443,0.7246049661399548,0.26410835214446954,0.011286681715575621
5.0,경기,여주시,11,136,372,13,385,136,11,532,0.7236842105263158,0.2556390977443609,0.020676691729323307
5.0,경기,연천군,2,33,101,12,113,33,2,148,0.7635135135135135,0.22297297297297297,0.013513513513513514
5.0,경기,오산시,5,117,476,96,572,117,5,694,0.8242074927953891,0.1685878962536023,0.007204610951008645
5.0,경기,용인시,25,457,1997,315,2312,457,25,2794,0.8274874731567645,0.1635647816750179,0.00894774516821761
5.0,경기,의왕시,3,51,232,16,248,51,3,302,0.8211920529801324,0.16887417218543047,0.009933774834437087
5.0,경기,의정부시,9,199,814,133,947,199,9,1155,0.8199134199134199,0.1722943722943723,0.007792207792207792
5.0,경기,이천시,8,167,648,61,709,167,8,884,0.8020361990950227,0.18891402714932126,0.00904977375565611
5.0,경기,파주시,17,258,844,89,933,258,17,1208,0.7723509933774835,0.21357615894039736,0.014072847682119206
5.0,경기,평택시,21,446,1728,212,1940,446,21,2407,0.8059825508932281,0.18529289572081428,0.008724553385957623
5.0,경기,포천시,5,149,472,30,502,149,5,656,0.7652439024390244,0.22713414634146342,0.007621951219512195
5.0,경기,하남시,5,159,621,100,721,159,5,885,0.8146892655367232,0.17966101694915254,0.005649717514124294
5.0,경기,화성시,24,420,1734,181,1915,420,24,2359,0.8117846545146249,0.17804154302670624,0.010173802458668928
5.0,경남,거제시,5,200,360,22,382,200,5,587,0.6507666098807495,0.34071550255536626,0.008517887563884156
5.0,경남,거창군,9,65,81,10,91,65,9,165,0.5515151515151515,0.3939393939393939,0.05454545454545454
5.0,경남,고성군,4,72,123,0,123,72,4,199,0.6180904522613065,0.36180904522613067,0.020100502512562814
5.0,경남,김해시,14,519,977,58,1035,519,14,1568,0.6600765306122449,0.3309948979591837,0.008928571428571428
5.0,경남,남해군,3,73,92,25,117,73,3,193,0.6062176165803109,0.37823834196891193,0.015544041450777202
5.0,경남,밀양시,6,146,212,21,233,146,6,385,0.6051948051948052,0.37922077922077924,0.015584415584415584
5.0,경남,사천시,9,128,303,26,329,128,9,466,0.7060085836909872,0.27467811158798283,0.019313304721030045
5.0,경남,산청군,2,53,78,16,94,53,2,149,0.6308724832214765,0.35570469798657717,0.013422818791946308
5.0,경남,양산시,9,208,518,83,601,208,9,818,0.7347188264058679,0.254278728606357,0.011002444987775062
5.0,경남,의령군,2,39,58,7,65,39,2,106,0.6132075471698113,0.36792452830188677,0.018867924528301886
